date,motelId,LoSa,price
17-28-12-2015,0000009,US,1.57
15-27-12-2015,0000006,MX,1.40
09-02-10-2015,0000002,CA,1.95
07-10-06-2016,0000005,MX,1.65
11-29-05-2016,0000001,US,0.80
14-26-05-2016,0000010,MX,1.09
16-22-09-2015,0000008,CA,0.84
08-20-09-2015,0000005,MX,2.03
09-18-09-2015,0000007,US,0.45
02-17-09-2015,0000009,US,0.40
01-15-09-2015,0000010,MX,1.26
02-10-09-2015,0000007,US,1.79
08-06-09-2015,0000007,CA,0.00
03-24-03-2016,0000010,MX,0.00
21-16-03-2016,0000004,US,1.46
00-21-12-2015,0000006,MX,0.00
18-19-12-2015,0000001,CA,0.72
21-18-12-2015,0000007,MX,0.35
09-14-12-2015,0000010,CA,0.52
11-11-12-2015,0000006,CA,0.36
02-01-12-2015,0000001,US,1.15
06-22-11-2015,0000007,MX,1.06
13-19-11-2015,0000008,US,1.47
02-19-11-2015,0000003,US,0.98
17-17-11-2015,0000001,MX,1.50
23-30-08-2015,0000007,MX,0.00
13-15-11-2015,0000001,US,0.37
08-11-05-2016,0000007,MX,1.98
12-11-08-2015,0000008,US,0.55
07-09-08-2015,0000006,CA,0.00
14-08-11-2015,0000006,MX,1.98
21-27-02-2016,0000001,US,0.83
20-19-02-2016,0000002,US,1.13
08-14-02-2016,0000003,US,1.20
15-04-08-2016,0000002,US,2.07
18-04-05-2016,0000001,MX,1.61
12-27-04-2016,0000008,MX,0.65
03-27-04-2016,0000008,US,1.55
04-26-07-2016,0000007,CA,0.37
04-20-07-2016,0000003,US,1.71
02-20-07-2016,0000002,MX,1.52
11-18-07-2016,0000003,MX,0.78
22-17-07-2016,0000007,CA,1.44
13-17-07-2016,0000002,MX,0.99
20-16-07-2016,0000008,MX,1.28
21-23-01-2016,0000007,MX,1.72
11-23-01-2016,0000005,MX,0.94
17-12-07-2016,0000005,CA,1.85
09-21-01-2016,0000002,MX,0.83
09-29-10-2015,0000006,CA,0.00
22-08-07-2016,0000008,CA,0.66
09-07-07-2016,0000003,CA,1.98
08-18-01-2016,0000003,CA,1.13
21-12-04-2016,0000004,MX,1.54
16-16-01-2016,0000001,US,0.00
15-18-10-2015,0000009,US,1.20
18-14-10-2015,0000006,CA,1.43
08-30-03-2016,0000003,MX,1.18
06-25-03-2016,0000003,CA,1.84
02-05-01-2016,0000003,US,0.60
15-02-10-2015,0000008,US,1.55
11-23-12-2015,0000001,CA,1.16
16-26-09-2015,0000005,MX,0.65
16-07-06-2016,0000006,CA,1.20
15-29-05-2016,0000004,MX,1.26
20-28-05-2016,0000010,US,1.26
01-25-05-2016,0000005,MX,0.33
21-16-09-2015,0000010,CA,1.51
15-07-09-2015,0000004,CA,0.00
10-05-09-2015,0000007,MX,0.00
20-22-12-2015,0000005,US,0.51
07-21-12-2015,0000003,CA,1.99
04-16-12-2015,0000010,CA,1.91
13-05-12-2015,0000002,CA,1.26
03-04-12-2015,0000009,CA,0.58
14-23-05-2016,0000006,CA,0.76
02-19-11-2015,0000003,CA,1.34
05-18-11-2015,0000010,MX,1.97
07-17-11-2015,0000001,CA,0.92
08-30-08-2015,0000006,CA,1.05
06-24-08-2015,0000004,MX,2.03
00-24-08-2015,0000003,US,0.95
13-19-05-2016,0000006,US,1.72
00-17-05-2016,0000007,US,1.87
13-06-05-2016,0000010,US,0.00
23-16-08-2015,0000008,US,0.64
19-13-08-2015,0000006,CA,0.00
09-08-03-2016,0000010,MX,1.59
09-04-03-2016,0000004,CA,0.64
03-29-02-2016,0000004,MX,1.48
21-07-11-2015,0000008,CA,0.52
12-26-02-2016,0000005,CA,0.73
11-06-11-2015,0000004,MX,0.79
09-17-02-2016,0000009,MX,1.26
20-06-02-2016,0000007,MX,0.46
15-04-08-2016,0000005,MX,1.21
21-04-02-2016,0000008,CA,1.88
21-05-05-2016,0000009,CA,0.00
02-29-04-2016,0000008,MX,1.65
05-25-04-2016,0000007,US,0.44
02-19-07-2016,0000005,US,0.96
07-15-07-2016,0000004,MX,0.87
22-17-04-2016,0000010,CA,1.85
23-22-01-2016,0000004,US,0.39
13-12-07-2016,0000001,CA,0.69
16-28-10-2015,0000009,CA,1.16
14-02-07-2016,0000006,MX,0.66
05-19-01-2016,0000001,US,0.96
01-18-01-2016,0000002,MX,0.74
18-14-04-2016,0000009,CA,1.77
09-11-04-2016,0000008,CA,0.00
05-16-01-2016,0000003,CA,1.98
19-13-10-2015,0000008,CA,1.19
00-11-10-2015,0000009,US,1.60
21-10-10-2015,0000005,MX,0.65
00-25-03-2016,0000003,US,0.74
20-27-06-2016,0000005,MX,1.59
00-23-06-2016,0000008,US,0.82
13-22-06-2016,0000004,US,0.98
16-04-01-2016,0000007,MX,0.00
13-05-10-2015,0000004,MX,1.58
05-31-12-2015,0000002,MX,0.00
10-26-09-2015,0000007,MX,0.81
10-09-06-2016,0000004,MX,1.90
16-07-06-2016,0000001,CA,0.90
19-06-06-2016,0000010,US,0.48
04-03-06-2016,0000007,MX,1.27
06-31-05-2016,0000008,US,2.06
12-25-05-2016,0000005,CA,0.94
23-15-09-2015,0000008,US,0.72
14-07-09-2015,0000007,CA,0.00
09-22-03-2016,0000001,MX,1.48
11-12-03-2016,0000004,US,1.82
02-18-12-2015,0000003,US,0.31
07-13-12-2015,0000010,CA,0.75
01-13-12-2015,0000003,US,0.67
13-08-12-2015,0000005,CA,1.96
16-23-05-2016,0000004,US,0.84
10-17-11-2015,0000002,US,1.47
03-15-11-2015,0000001,MX,0.88
15-26-08-2015,0000006,CA,0.42
07-25-08-2015,0000009,MX,0.97
10-18-05-2016,0000009,CA,0.39
09-12-05-2016,0000005,CA,1.06
06-08-05-2016,0000008,CA,0.42
11-20-08-2015,0000010,US,1.70
19-19-08-2015,0000006,US,1.11
15-19-08-2015,0000006,MX,1.02
04-28-02-2016,0000006,US,0.76
12-27-02-2016,0000003,US,1.47
04-17-02-2016,0000007,US,0.92
05-14-02-2016,0000006,CA,1.76
22-07-02-2016,0000001,CA,2.08
00-06-02-2016,0000009,CA,0.38
20-03-08-2016,0000010,US,0.64
09-06-05-2016,0000004,MX,0.73
08-04-02-2016,0000002,MX,0.78
15-03-11-2015,0000001,CA,2.01
14-28-04-2016,0000009,MX,1.45
02-27-04-2016,0000009,US,0.00
17-19-07-2016,0000007,CA,0.38
11-29-01-2016,0000001,MX,1.11
16-14-07-2016,0000008,MX,0.53
08-26-01-2016,0000004,MX,0.56
17-11-07-2016,0000010,MX,0.00
21-10-07-2016,0000006,MX,1.05
18-09-07-2016,0000002,CA,0.55
13-16-01-2016,0000009,US,1.10
03-18-10-2015,0000002,MX,0.79
11-14-01-2016,0000006,MX,1.35
07-11-01-2016,0000007,CA,1.45
08-30-03-2016,0000003,CA,0.85
01-29-03-2016,0000004,CA,1.41
11-28-03-2016,0000009,CA,1.48
21-27-03-2016,0000008,US,0.40
08-25-03-2016,0000003,CA,0.74
09-25-06-2016,0000010,US,1.33
01-23-06-2016,0000001,US,2.05
13-20-06-2016,0000002,CA,0.00
07-19-06-2016,0000007,CA,0.00
02-17-06-2016,0000003,CA,1.11
11-14-06-2016,0000008,CA,1.51
15-29-12-2015,0000005,MX,1.03
16-23-12-2015,0000007,US,0.00
18-28-09-2015,0000002,US,1.78
16-24-05-2016,0000005,MX,1.45
11-23-09-2015,0000003,CA,1.42
02-13-09-2015,0000004,CA,0.00
04-18-03-2016,0000008,MX,1.71
13-21-12-2015,0000008,CA,0.84
13-20-12-2015,0000009,MX,0.66
08-17-12-2015,0000002,US,1.16
20-16-12-2015,0000007,CA,1.08
19-29-11-2015,0000008,CA,1.25
03-02-09-2015,0000007,US,0.00
11-31-08-2015,0000006,CA,1.91
15-13-05-2016,0000009,US,1.57
19-22-08-2015,0000010,MX,0.42
02-14-08-2015,0000002,US,1.67
21-11-08-2015,0000005,CA,1.19
10-07-03-2016,0000008,MX,0.91
09-16-02-2016,0000009,US,1.95
18-14-02-2016,0000003,US,0.00
07-05-08-2016,0000003,MX,1.63
03-04-02-2016,0000002,CA,0.00
10-03-11-2015,0000007,MX,0.91
11-03-05-2016,0000008,US,0.78
16-31-07-2016,0000008,MX,0.40
03-31-07-2016,0000008,US,0.00
15-30-07-2016,0000002,CA,2.06
09-23-04-2016,0000003,CA,1.98
09-25-07-2016,0000010,MX,0.67
04-21-07-2016,0000005,US,0.37
19-20-07-2016,0000008,CA,1.10
10-20-07-2016,0000010,CA,0.93
22-30-01-2016,0000002,US,2.04
05-15-07-2016,0000003,CA,1.27
15-26-01-2016,0000009,US,1.51
15-26-01-2016,0000009,MX,1.44
04-22-01-2016,0000010,US,0.40
20-12-07-2016,0000004,US,0.44
13-12-07-2016,0000003,MX,1.61
11-05-07-2016,0000004,US,0.98
02-02-07-2016,0000005,MX,0.77
22-30-06-2016,0000001,MX,0.72
07-29-06-2016,0000010,CA,0.79
13-11-04-2016,0000009,US,0.88
05-16-01-2016,0000003,MX,1.37
00-16-10-2015,0000004,MX,0.85
22-11-10-2015,0000001,CA,0.81
16-10-10-2015,0000003,US,1.91
12-24-03-2016,0000008,MX,0.00
07-27-06-2016,0000004,US,0.00
20-21-06-2016,0000010,US,0.52
10-07-01-2016,0000007,US,0.80
09-05-01-2016,0000008,CA,1.17
12-04-01-2016,0000005,US,0.90
15-06-10-2015,0000001,MX,0.66
14-29-12-2015,0000005,MX,1.23
01-27-12-2015,0000002,CA,0.00
02-25-09-2015,0000009,US,1.35
03-09-06-2016,0000009,US,0.85
09-19-09-2015,0000010,US,1.10
02-17-09-2015,0000009,MX,1.31
15-07-09-2015,0000003,MX,1.36
08-16-03-2016,0000005,US,0.71
20-17-12-2015,0000001,US,0.54
05-07-12-2015,0000010,CA,0.95
04-05-12-2015,0000003,MX,0.63
16-04-12-2015,0000007,CA,0.71
10-02-12-2015,0000003,CA,2.00
02-26-11-2015,0000007,CA,0.61
08-20-11-2015,0000001,CA,1.44
11-02-09-2015,0000004,US,1.61
05-18-11-2015,0000010,CA,0.00
09-17-11-2015,0000010,US,0.79
19-27-08-2015,0000004,MX,1.68
08-26-08-2015,0000009,MX,0.00
04-22-05-2016,0000004,CA,0.35
16-20-05-2016,0000002,CA,0.32
11-19-08-2015,0000002,MX,0.97
17-17-08-2015,0000009,MX,0.64
20-15-08-2015,0000010,MX,1.45
08-14-08-2015,0000006,US,1.07
03-07-08-2015,0000009,US,1.33
00-04-03-2016,0000005,MX,1.51
14-03-03-2016,0000005,MX,1.62
02-07-11-2015,0000001,MX,1.38
00-23-02-2016,0000003,MX,2.07
14-22-02-2016,0000004,CA,1.38
04-05-08-2016,0000009,US,0.62
11-03-08-2016,0000003,MX,1.90
15-03-02-2016,0000009,CA,0.85
04-04-11-2015,0000006,CA,1.28
21-30-07-2016,0000001,CA,0.99
12-24-07-2016,0000008,US,1.07
05-17-07-2016,0000005,MX,0.89
10-30-01-2016,0000007,CA,1.70
16-13-07-2016,0000004,MX,1.90
20-27-10-2015,0000008,MX,1.24
01-26-10-2015,0000007,US,1.10
00-06-07-2016,0000007,US,0.46
02-22-10-2015,0000001,US,0.78
08-03-07-2016,0000004,MX,0.55
14-30-06-2016,0000001,MX,0.39
07-29-06-2016,0000010,US,0.47
06-13-04-2016,0000006,MX,0.65
16-12-04-2016,0000002,US,1.99
05-11-04-2016,0000005,CA,1.90
04-14-01-2016,0000009,US,0.91
17-16-10-2015,0000005,US,0.42
11-03-04-2016,0000002,CA,0.31
16-30-03-2016,0000006,CA,1.02
20-28-03-2016,0000001,CA,1.12
04-27-03-2016,0000003,CA,1.85
19-21-06-2016,0000005,US,0.58
14-06-01-2016,0000002,MX,1.52
01-20-06-2016,0000007,US,1.93
11-16-06-2016,0000010,CA,1.19
03-05-10-2015,0000010,MX,1.82
20-28-12-2015,0000008,MX,0.00
21-27-12-2015,0000007,MX,0.63
08-25-12-2015,0000005,US,1.26
18-26-09-2015,0000004,CA,1.74
02-12-06-2016,0000006,US,2.06
03-18-09-2015,0000005,CA,0.54
16-13-09-2015,0000001,US,0.51
19-12-09-2015,0000006,CA,0.87
21-10-09-2015,0000003,CA,1.40
03-09-09-2015,0000009,CA,1.53
13-19-03-2016,0000009,MX,0.00
05-17-03-2016,0000004,MX,1.87
12-15-03-2016,0000004,US,1.21
11-20-12-2015,0000002,MX,1.62
09-18-12-2015,0000004,MX,0.00
06-12-12-2015,0000004,MX,0.80
02-10-12-2015,0000009,US,1.22
20-02-12-2015,0000002,MX,0.82
11-02-12-2015,0000010,MX,1.84
09-02-12-2015,0000004,US,2.05
09-02-12-2015,0000004,CA,0.51
18-01-12-2015,0000005,MX,1.28
21-30-11-2015,0000010,CA,1.61
00-30-11-2015,0000006,CA,0.43
05-28-11-2015,0000007,CA,0.00
12-27-11-2015,0000001,US,0.42
02-27-11-2015,0000009,CA,1.99
06-22-11-2015,0000007,CA,0.44
03-24-05-2016,0000005,US,1.68
00-01-09-2015,0000006,CA,2.07
19-16-11-2015,0000007,MX,1.25
23-29-08-2015,0000002,US,0.45
02-27-08-2015,0000010,CA,0.00
11-24-08-2015,0000003,MX,0.67
14-21-05-2016,0000001,US,0.49
21-17-05-2016,0000001,CA,0.80
03-11-05-2016,0000010,MX,0.36
13-06-05-2016,0000009,US,1.40
01-16-08-2015,0000002,CA,0.58
01-06-03-2016,0000004,US,0.00
17-02-03-2016,0000003,MX,1.24
14-02-03-2016,0000002,CA,0.87
08-29-02-2016,0000005,US,1.77
07-29-02-2016,0000005,US,0.57
12-28-02-2016,0000004,MX,1.66
13-22-02-2016,0000010,CA,0.81
16-18-02-2016,0000008,CA,2.07
05-08-02-2016,0000006,CA,0.00
18-01-11-2015,0000008,MX,0.00
17-01-08-2016,0000005,MX,1.26
02-28-07-2016,0000005,US,0.43
08-20-07-2016,0000003,US,1.90
15-19-07-2016,0000007,CA,1.73
08-31-01-2016,0000004,MX,0.97
02-19-04-2016,0000010,US,0.63
03-23-01-2016,0000010,MX,0.00
23-11-07-2016,0000002,US,0.92
12-29-10-2015,0000009,MX,1.08
04-29-10-2015,0000001,CA,0.00
05-28-10-2015,0000001,US,1.41
01-28-10-2015,0000010,MX,1.14
07-27-10-2015,0000005,US,0.64
02-05-07-2016,0000001,MX,2.06
04-23-10-2015,0000008,MX,1.58
03-23-10-2015,0000007,US,1.29
19-10-04-2016,0000001,CA,1.68
14-08-04-2016,0000007,MX,0.77
15-12-01-2016,0000004,US,2.08
22-10-01-2016,0000004,MX,1.24
03-13-10-2015,0000009,US,1.82
02-31-03-2016,0000005,CA,0.72
01-23-06-2016,0000001,MX,0.97
20-22-06-2016,0000008,MX,0.57
05-18-06-2016,0000004,US,0.47
01-17-06-2016,0000002,MX,1.12
18-12-06-2016,0000005,CA,0.62
15-27-09-2015,0000005,MX,1.92
13-06-06-2016,0000004,MX,0.76
06-03-06-2016,0000009,CA,1.38
19-21-09-2015,0000006,US,2.01
21-14-09-2015,0000008,US,1.04
20-11-09-2015,0000008,MX,1.60
01-10-09-2015,0000010,CA,0.39
03-09-09-2015,0000004,MX,0.54
13-21-03-2016,0000001,CA,1.07
22-15-03-2016,0000005,CA,0.57
21-19-12-2015,0000006,CA,0.51
02-11-12-2015,0000002,US,0.32
13-05-12-2015,0000002,MX,0.43
18-28-11-2015,0000005,US,0.56
15-27-11-2015,0000005,US,2.05
06-27-11-2015,0000006,US,0.97
01-20-11-2015,0000007,CA,0.87
22-31-08-2015,0000007,US,0.62
07-17-11-2015,0000001,US,1.16
02-28-08-2015,0000002,CA,0.76
09-11-05-2016,0000004,CA,2.05
02-09-05-2016,0000004,US,0.93
13-07-05-2016,0000006,US,1.16
14-06-05-2016,0000004,US,0.00
20-10-08-2015,0000006,MX,0.42
20-10-08-2015,0000010,CA,0.80
20-09-03-2016,0000003,US,1.68
08-06-03-2016,0000009,US,0.50
09-26-02-2016,0000010,CA,1.51
08-18-02-2016,0000003,MX,0.00
00-15-02-2016,0000010,US,0.00
06-04-02-2016,0000001,US,1.60
05-04-02-2016,0000009,MX,1.88
22-02-02-2016,0000003,MX,0.87
22-31-07-2016,0000006,CA,0.88
11-26-04-2016,0000010,MX,2.08
18-13-07-2016,0000004,MX,0.49
17-23-01-2016,0000009,MX,0.92
13-29-10-2015,0000010,US,1.77
12-29-10-2015,0000009,CA,1.13
19-28-10-2015,0000004,CA,1.83
03-28-10-2015,0000004,US,1.94
00-04-07-2016,0000006,US,0.34
17-16-04-2016,0000007,US,0.00
07-17-01-2016,0000007,CA,1.53
20-18-10-2015,0000009,MX,0.33
03-18-10-2015,0000007,US,0.94
10-13-01-2016,0000003,CA,1.50
20-12-01-2016,0000002,US,0.50
05-16-10-2015,0000005,US,0.94
03-12-01-2016,0000002,MX,1.79
20-30-03-2016,0000010,US,1.23
00-30-03-2016,0000005,CA,1.80
07-07-01-2016,0000010,MX,1.47
10-24-12-2015,0000008,US,1.33
21-05-06-2016,0000007,CA,1.61
13-02-06-2016,0000007,US,1.65
14-26-05-2016,0000010,US,1.45
05-19-09-2015,0000004,MX,0.89
09-16-09-2015,0000002,US,0.00
04-05-09-2015,0000001,MX,1.01
21-15-12-2015,0000006,MX,0.00
02-10-12-2015,0000009,CA,1.18
06-06-12-2015,0000010,MX,0.36
21-14-11-2015,0000009,US,0.89
04-25-08-2015,0000003,MX,0.00
10-24-08-2015,0000001,MX,1.86
16-07-05-2016,0000001,MX,0.90
03-12-08-2015,0000003,MX,1.26
23-10-03-2016,0000001,MX,1.03
04-11-11-2015,0000007,CA,0.57
01-29-02-2016,0000003,US,0.72
20-28-02-2016,0000002,CA,1.41
15-28-02-2016,0000010,CA,1.51
21-27-02-2016,0000001,MX,1.96
04-25-02-2016,0000010,CA,1.87
13-24-02-2016,0000006,US,0.00
05-23-02-2016,0000009,CA,0.87
21-21-02-2016,0000002,US,0.49
06-19-02-2016,0000005,CA,0.52
21-16-02-2016,0000005,MX,0.57
08-14-02-2016,0000003,MX,2.09
01-12-02-2016,0000006,US,1.12
07-09-02-2016,0000005,US,1.00
03-03-02-2016,0000005,CA,1.87
23-25-04-2016,0000003,US,1.53
16-23-07-2016,0000005,CA,1.39
23-18-07-2016,0000003,US,1.56
16-18-07-2016,0000006,US,0.63
17-15-07-2016,0000006,CA,1.72
20-27-01-2016,0000001,MX,2.02
18-27-01-2016,0000003,CA,1.34
02-13-07-2016,0000006,US,1.72
01-18-01-2016,0000002,CA,0.00
13-30-06-2016,0000010,US,0.42
02-09-04-2016,0000006,CA,0.88
01-14-10-2015,0000003,CA,1.03
10-05-04-2016,0000005,US,0.00
15-02-04-2016,0000002,CA,2.09
00-10-10-2015,0000009,US,0.45
04-30-03-2016,0000009,US,1.22
18-27-03-2016,0000004,MX,0.40
11-08-10-2015,0000003,US,2.08
05-29-12-2015,0000006,CA,1.08
00-30-09-2015,0000004,MX,0.49
22-28-09-2015,0000008,CA,1.80
12-10-06-2016,0000006,MX,1.22
05-01-06-2016,0000006,CA,1.01
10-17-09-2015,0000002,MX,0.64
19-03-09-2015,0000005,US,0.92
20-22-12-2015,0000001,US,0.57
00-14-03-2016,0000010,US,0.00
14-11-03-2016,0000007,MX,0.89
12-06-12-2015,0000002,MX,1.48
01-21-11-2015,0000007,MX,0.00
20-29-08-2015,0000006,MX,1.55
11-28-08-2015,0000009,CA,0.37
08-22-05-2016,0000010,MX,1.80
05-22-05-2016,0000008,MX,1.00
12-17-05-2016,0000004,US,1.09
16-16-05-2016,0000004,US,1.47
12-22-08-2015,0000002,CA,1.21
16-21-08-2015,0000002,US,1.27
10-13-08-2015,0000009,CA,1.91
18-09-08-2015,0000005,CA,1.93
20-06-08-2015,0000008,CA,1.20
04-12-11-2015,0000008,CA,0.69
08-29-02-2016,0000005,CA,1.00
18-19-02-2016,0000008,US,1.31
10-15-02-2016,0000010,CA,0.91
23-04-08-2016,0000008,US,0.76
22-02-02-2016,0000003,US,0.66
16-29-04-2016,0000004,CA,1.54
06-29-04-2016,0000008,US,1.65
01-27-07-2016,0000006,MX,1.60
03-25-07-2016,0000003,CA,1.87
01-20-04-2016,0000008,US,0.00
06-21-07-2016,0000001,MX,1.64
07-31-01-2016,0000006,CA,0.00
12-28-01-2016,0000002,CA,1.16
14-18-04-2016,0000006,MX,1.29
05-18-04-2016,0000003,US,1.77
21-24-01-2016,0000005,MX,0.48
07-21-01-2016,0000010,MX,2.04
02-09-07-2016,0000006,CA,1.48
00-25-10-2015,0000002,US,1.25
02-05-07-2016,0000004,CA,1.79
12-01-07-2016,0000009,US,0.40
22-12-04-2016,0000006,CA,0.39
17-18-10-2015,0000007,CA,1.30
13-15-01-2016,0000009,CA,1.42
01-18-10-2015,0000002,US,0.43
02-17-10-2015,0000008,MX,0.71
00-16-10-2015,0000007,MX,1.91
09-07-04-2016,0000006,CA,1.93
23-10-01-2016,0000002,CA,0.91
09-02-04-2016,0000004,US,0.60
15-30-03-2016,0000007,MX,1.57
03-25-03-2016,0000010,CA,0.00
11-24-03-2016,0000007,MX,1.09
18-26-06-2016,0000007,CA,0.58
00-26-06-2016,0000001,MX,1.77
05-09-10-2015,0000010,CA,1.66
11-04-10-2015,0000005,MX,0.65
07-13-06-2016,0000006,MX,1.63
07-28-12-2015,0000010,US,2.09
14-26-09-2015,0000003,US,1.24
01-12-06-2016,0000010,US,0.90
06-01-06-2016,0000007,MX,0.00
16-29-05-2016,0000010,MX,2.03
06-26-05-2016,0000009,US,1.29
19-21-09-2015,0000003,CA,0.63
11-14-09-2015,0000004,CA,0.00
01-14-09-2015,0000002,US,1.54
16-13-09-2015,0000002,CA,1.55
07-11-09-2015,0000006,US,1.42
17-03-09-2015,0000009,US,0.50
22-21-03-2016,0000010,US,0.62
10-17-12-2015,0000010,US,1.14
01-11-12-2015,0000004,US,0.82
13-02-12-2015,0000004,MX,1.37
09-22-11-2015,0000006,MX,1.34
21-23-05-2016,0000002,CA,1.69
12-18-11-2015,0000001,MX,1.91
04-01-09-2015,0000008,CA,1.54
10-17-11-2015,0000002,CA,1.31
12-14-11-2015,0000001,US,1.81
04-14-11-2015,0000008,US,0.99
11-29-08-2015,0000004,MX,1.67
21-28-08-2015,0000008,US,0.53
10-21-05-2016,0000005,US,1.39
06-19-05-2016,0000002,US,0.88
01-19-05-2016,0000007,US,0.53
14-17-05-2016,0000010,MX,0.62
08-10-05-2016,0000002,MX,0.98
11-09-05-2016,0000002,MX,1.93
02-23-08-2015,0000005,MX,0.99
14-22-08-2015,0000002,MX,2.08
09-21-08-2015,0000004,US,1.49
01-17-08-2015,0000009,MX,0.55
13-16-08-2015,0000008,CA,2.08
23-15-08-2015,0000002,MX,0.34
19-13-08-2015,0000006,MX,0.75
09-13-08-2015,0000010,MX,0.00
06-11-08-2015,0000002,US,1.37
23-10-08-2015,0000010,CA,2.04
00-08-08-2015,0000009,US,1.01
21-07-03-2016,0000007,US,1.49
11-05-03-2016,0000008,MX,1.06
09-27-02-2016,0000008,CA,0.54
15-06-11-2015,0000007,MX,0.75
22-25-02-2016,0000008,US,1.55
13-07-02-2016,0000002,CA,1.46
03-05-02-2016,0000002,CA,1.76
10-04-08-2016,0000003,US,0.63
03-04-11-2015,0000008,CA,0.00
19-03-05-2016,0000010,MX,0.00
00-02-02-2016,0000008,MX,0.56
13-02-05-2016,0000007,US,1.54
23-31-07-2016,0000001,US,1.77
01-26-07-2016,0000003,US,0.42
01-25-07-2016,0000002,CA,1.32
17-24-07-2016,0000002,US,0.98
17-24-07-2016,0000006,CA,1.01
13-24-07-2016,0000009,US,1.28
06-27-01-2016,0000009,MX,0.00
17-24-01-2016,0000008,CA,0.53
16-23-01-2016,0000010,US,1.44
17-20-01-2016,0000010,US,1.75
18-09-07-2016,0000002,MX,1.56
02-09-07-2016,0000006,MX,0.48
03-18-01-2016,0000006,MX,0.50
11-18-10-2015,0000002,CA,0.44
14-12-01-2016,0000001,CA,1.47
17-11-01-2016,0000008,MX,1.70
11-14-10-2015,0000005,MX,1.62
11-12-10-2015,0000008,MX,1.80
08-28-03-2016,0000009,CA,0.90
13-24-06-2016,0000009,CA,1.44
02-18-06-2016,0000007,MX,1.10
22-04-10-2015,0000002,MX,1.46
19-04-10-2015,0000008,MX,1.22
09-31-12-2015,0000005,MX,0.59
01-26-12-2015,0000004,US,1.09
22-25-12-2015,0000008,US,1.86
00-29-09-2015,0000003,MX,1.44
15-28-09-2015,0000008,MX,0.00
05-28-09-2015,0000003,MX,1.44
13-25-09-2015,0000005,MX,1.05
12-28-05-2016,0000003,CA,0.43
11-24-09-2015,0000008,CA,1.75
21-16-09-2015,0000010,MX,0.68
17-15-09-2015,0000005,MX,1.60
09-14-09-2015,0000009,MX,0.89
11-13-09-2015,0000008,US,0.46
07-09-09-2015,0000008,MX,1.37
16-04-09-2015,0000001,US,0.77
08-24-03-2016,0000009,CA,2.03
03-14-03-2016,0000004,CA,1.57
17-09-12-2015,0000009,CA,1.70
01-09-12-2015,0000009,CA,2.04
15-02-12-2015,0000005,MX,1.02
21-01-12-2015,0000006,MX,1.83
11-26-11-2015,0000003,MX,0.86
05-02-09-2015,0000002,MX,0.40
03-02-09-2015,0000006,MX,2.00
02-28-08-2015,0000002,US,0.57
03-27-08-2015,0000005,US,1.86
01-19-05-2016,0000007,MX,1.36
16-17-05-2016,0000004,CA,0.00
10-08-05-2016,0000006,MX,0.00
20-06-05-2016,0000009,US,1.14
14-22-08-2015,0000008,MX,1.57
09-21-08-2015,0000004,MX,1.64
18-17-08-2015,0000008,MX,0.71
16-13-08-2015,0000007,US,2.02
23-07-08-2015,0000010,MX,0.71
19-02-03-2016,0000001,CA,1.92
04-11-11-2015,0000007,US,1.16
09-08-11-2015,0000005,MX,1.25
04-22-02-2016,0000009,US,1.73
11-18-02-2016,0000005,US,0.43
00-06-02-2016,0000006,MX,0.00
23-05-02-2016,0000005,US,1.62
20-04-05-2016,0000006,CA,0.73
04-02-11-2015,0000003,US,1.54
13-27-04-2016,0000007,MX,1.52
08-27-07-2016,0000006,US,1.60
14-25-07-2016,0000010,CA,2.00
23-19-04-2016,0000006,MX,1.44
14-22-07-2016,0000008,MX,1.03
00-31-01-2016,0000002,CA,0.82
17-14-07-2016,0000009,CA,1.19
01-28-01-2016,0000007,US,1.97
03-29-10-2015,0000001,CA,1.83
03-29-10-2015,0000001,MX,1.74
05-05-07-2016,0000008,MX,0.71
05-04-07-2016,0000004,US,0.93
17-21-10-2015,0000007,MX,1.34
03-16-04-2016,0000010,US,1.69
18-13-04-2016,0000004,US,1.28
07-20-10-2015,0000004,US,1.73
04-19-10-2015,0000007,CA,1.26
06-10-04-2016,0000001,MX,0.33
17-16-10-2015,0000005,MX,1.87
07-16-10-2015,0000002,MX,0.00
07-03-04-2016,0000007,MX,0.00
20-02-04-2016,0000010,MX,1.16
03-25-06-2016,0000010,CA,0.94
20-22-06-2016,0000003,US,0.00
12-20-06-2016,0000001,MX,1.04
16-04-01-2016,0000007,US,0.00
19-05-10-2015,0000007,CA,1.45
13-03-10-2015,0000010,MX,1.06
03-27-12-2015,0000010,CA,1.73
03-01-10-2015,0000008,CA,1.57
11-26-09-2015,0000008,CA,1.24
09-10-06-2016,0000008,MX,1.26
16-08-06-2016,0000009,CA,0.97
13-18-09-2015,0000010,CA,0.33
17-14-09-2015,0000008,US,0.00
17-14-03-2016,0000006,US,0.73
02-13-03-2016,0000009,MX,1.17
22-20-12-2015,0000006,US,1.42
04-12-12-2015,0000006,MX,0.49
20-09-12-2015,0000009,US,1.92
08-27-11-2015,0000006,MX,0.80
08-24-05-2016,0000009,MX,0.56
06-29-08-2015,0000004,US,1.86
20-27-08-2015,0000007,CA,1.47
13-27-08-2015,0000005,CA,1.23
00-27-08-2015,0000008,CA,0.46
20-18-05-2016,0000007,CA,0.88
12-13-05-2016,0000007,US,0.60
17-06-05-2016,0000003,CA,0.65
