date,MotelName,LoSa,max_price
2015-10-02 20:00:00.0,Olinda Big River Casino,CA,1.688
2015-08-13 19:00:00.0,Olinda Big River Casino,CA,1.4256
2016-08-01 01:00:00.0,Olinda Big River Casino,CA,1.7551
2015-10-01 14:00:00.0,Olinda Big River Casino,MX,1.5895
2015-11-11 17:00:00.0,Olinda Big River Casino,MX,1.1225
2016-07-16 22:00:00.0,Olinda Big River Casino,US,0.5636
2016-03-12 06:00:00.0,Olinda Big River Casino,US,1.4173
2016-07-12 13:00:00.0,Olinda Big River Casino,MX,1.4345
2016-05-31 16:00:00.0,Olinda Big River Casino,US,1.839
2015-11-16 20:00:00.0,Olinda Big River Casino,CA,2.0315
2016-05-15 10:00:00.0,Olinda Big River Casino,US,1.3776
2016-04-08 11:00:00.0,Olinda Big River Casino,CA,1.7164
2015-08-20 15:00:00.0,Olinda Big River Casino,CA,1.273
2016-03-23 00:00:00.0,Olinda Big River Casino,CA,2.0093
2015-12-14 15:00:00.0,Olinda Big River Casino,CA,1.0865
2016-06-03 17:00:00.0,Olinda Big River Casino,CA,1.2269
2016-04-11 02:00:00.0,Olinda Big River Casino,CA,1.5615
2016-05-18 02:00:00.0,Olinda Big River Casino,CA,1.7917
2015-12-18 02:00:00.0,Olinda Big River Casino,CA,1.6069
2016-03-12 22:00:00.0,Olinda Big River Casino,MX,1.3627
2015-12-14 23:00:00.0,Olinda Big River Casino,CA,1.7803
2015-09-08 09:00:00.0,Olinda Big River Casino,MX,1.1113
2015-11-12 10:00:00.0,Olinda Big River Casino,US,1.8341
2016-05-22 06:00:00.0,Olinda Big River Casino,CA,1.5013
2016-07-30 12:00:00.0,Olinda Big River Casino,CA,1.796
2016-06-22 20:00:00.0,Olinda Big River Casino,MX,0.8787
2016-07-24 22:00:00.0,Olinda Big River Casino,US,1.0074
2015-12-13 01:00:00.0,Olinda Big River Casino,MX,1.6078
2016-04-02 01:00:00.0,Olinda Big River Casino,US,1.0931
2016-04-23 09:00:00.0,Olinda Big River Casino,CA,1.7602
2015-08-17 12:00:00.0,Olinda Big River Casino,US,0.8286
2015-08-13 05:00:00.0,Olinda Big River Casino,US,1.8945
2016-07-02 01:00:00.0,Olinda Big River Casino,MX,1.683
2016-04-26 16:00:00.0,Olinda Big River Casino,CA,1.7184
2016-01-22 22:00:00.0,Olinda Big River Casino,CA,1.8307
2016-01-01 10:00:00.0,Olinda Big River Casino,US,1.7062
2015-08-16 18:00:00.0,Olinda Big River Casino,CA,2.0339
2016-04-25 23:00:00.0,Olinda Big River Casino,US,1.504
2015-08-24 00:00:00.0,Olinda Big River Casino,MX,1.7464
2016-01-14 03:00:00.0,Olinda Big River Casino,CA,0.9643
2015-09-14 00:00:00.0,Olinda Big River Casino,CA,1.6633
2016-01-05 02:00:00.0,Olinda Big River Casino,MX,1.181
2016-05-04 21:00:00.0,Olinda Big River Casino,MX,1.3333
2016-03-04 02:00:00.0,Olinda Big River Casino,MX,1.1495
2016-01-31 08:00:00.0,Olinda Big River Casino,US,1.08
2015-09-21 19:00:00.0,Olinda Big River Casino,CA,0.521
2016-06-26 01:00:00.0,Olinda Big River Casino,CA,1.6521
2016-03-05 03:00:00.0,Olinda Big River Casino,MX,1.9247
2016-05-28 04:00:00.0,Olinda Big River Casino,US,1.5585
2015-10-16 22:00:00.0,Olinda Big River Casino,CA,1.1847
2016-06-29 03:00:00.0,Olinda Big River Casino,CA,1.5033
2016-01-16 12:00:00.0,Olinda Big River Casino,CA,0.7412
2016-07-04 19:00:00.0,Olinda Big River Casino,US,1.4044
2016-01-24 06:00:00.0,Olinda Big River Casino,MX,1.3124
2016-04-18 13:00:00.0,Olinda Big River Casino,US,1.8255
2016-02-01 14:00:00.0,Olinda Big River Casino,US,2.0363
2015-10-11 08:00:00.0,Olinda Big River Casino,MX,0.6656
2016-04-16 10:00:00.0,Olinda Big River Casino,CA,0.7671
2016-01-22 12:00:00.0,Olinda Big River Casino,US,1.5217
2016-02-17 00:00:00.0,Olinda Big River Casino,US,1.4768
2015-12-05 04:00:00.0,Olinda Big River Casino,US,1.44
2016-02-18 08:00:00.0,Olinda Big River Casino,CA,1.2972
2015-09-07 15:00:00.0,Olinda Big River Casino,US,1.6307
2016-04-27 00:00:00.0,Olinda Big River Casino,CA,1.591
2016-02-25 05:00:00.0,Olinda Big River Casino,CA,1.5842
2016-06-29 10:00:00.0,Olinda Big River Casino,US,1.428
2016-06-19 14:00:00.0,Olinda Big River Casino,MX,1.202
2016-07-19 01:00:00.0,Olinda Big River Casino,CA,1.6884
2016-06-14 15:00:00.0,Olinda Big River Casino,CA,0.9244
2016-02-07 03:00:00.0,Olinda Big River Casino,MX,1.361
2016-03-15 10:00:00.0,Olinda Big River Casino,CA,1.4179
2015-10-30 05:00:00.0,Olinda Big River Casino,MX,0.7434
2016-08-03 08:00:00.0,Olinda Big River Casino,MX,1.7856
2016-02-15 15:00:00.0,Olinda Big River Casino,MX,1.6789
2016-02-03 03:00:00.0,Olinda Big River Casino,US,1.978
2016-04-25 17:00:00.0,Olinda Big River Casino,CA,0.3086
2016-05-19 21:00:00.0,Olinda Big River Casino,US,1.4867
2016-03-27 04:00:00.0,Olinda Big River Casino,CA,1.5929
2015-11-19 16:00:00.0,Olinda Big River Casino,US,2.0312
2015-11-06 17:00:00.0,Olinda Big River Casino,CA,1.2905
2016-04-06 02:00:00.0,Olinda Big River Casino,CA,1.2695
2016-08-03 06:00:00.0,Olinda Big River Casino,CA,1.612
2015-08-19 03:00:00.0,Olinda Big River Casino,US,1.9972
2016-03-21 03:00:00.0,Olinda Big River Casino,MX,1.3385
2016-06-16 18:00:00.0,Olinda Big River Casino,US,0.0
2016-06-16 18:00:00.0,Olinda Big River Casino,CA,0.0
2016-06-16 18:00:00.0,Olinda Big River Casino,MX,0.0
2016-04-28 04:00:00.0,Olinda Big River Casino,US,1.3793
2015-11-30 07:00:00.0,Olinda Big River Casino,US,1.4925
2016-05-20 15:00:00.0,Olinda Big River Casino,CA,1.5568
2015-08-25 16:00:00.0,Olinda Big River Casino,CA,1.8117
2015-12-30 16:00:00.0,Olinda Big River Casino,MX,1.5568
2016-05-21 06:00:00.0,Olinda Big River Casino,MX,1.2949
2016-03-21 10:00:00.0,Olinda Big River Casino,MX,1.5789
2016-04-13 13:00:00.0,Olinda Big River Casino,CA,0.8573
2016-06-12 22:00:00.0,Olinda Big River Casino,US,1.6598
2016-01-24 03:00:00.0,Olinda Big River Casino,US,1.5309
2016-03-26 16:00:00.0,Olinda Big River Casino,MX,0.7553
2016-07-28 21:00:00.0,Olinda Big River Casino,CA,0.7407
2015-10-24 03:00:00.0,Olinda Big River Casino,US,1.6638
2016-04-12 10:00:00.0,Olinda Big River Casino,US,1.7054
2016-01-21 10:00:00.0,Olinda Big River Casino,CA,1.3997
2015-11-04 13:00:00.0,Olinda Big River Casino,US,1.6147
2015-10-31 00:00:00.0,Olinda Big River Casino,CA,1.8886
2016-01-05 19:00:00.0,Olinda Big River Casino,MX,1.5783
2015-11-04 22:00:00.0,Olinda Big River Casino,US,1.1633
2016-03-25 06:00:00.0,Olinda Big River Casino,CA,1.6762
2016-07-18 15:00:00.0,Olinda Big River Casino,US,1.5506
2016-05-30 02:00:00.0,Olinda Big River Casino,MX,1.5323
2015-12-27 04:00:00.0,Olinda Big River Casino,MX,1.2166
2015-08-18 14:00:00.0,Olinda Big River Casino,CA,1.724
2016-03-30 07:00:00.0,Olinda Big River Casino,US,1.9554
2016-04-07 16:00:00.0,Olinda Big River Casino,MX,1.5979
2016-02-26 10:00:00.0,Olinda Big River Casino,MX,1.0572
2015-11-10 19:00:00.0,Olinda Big River Casino,CA,1.6652
2016-05-04 05:00:00.0,Olinda Big River Casino,US,1.5068
2016-02-10 11:00:00.0,Olinda Big River Casino,US,1.0463
2016-02-10 11:00:00.0,Olinda Big River Casino,CA,1.0463
2015-11-07 13:00:00.0,Olinda Big River Casino,US,1.2825
2016-03-25 00:00:00.0,Olinda Big River Casino,MX,1.4899
2016-04-18 05:00:00.0,Olinda Big River Casino,US,1.5488
2016-07-22 19:00:00.0,Olinda Big River Casino,US,1.4724
2016-07-09 01:00:00.0,Olinda Big River Casino,CA,1.5649
2016-02-20 18:00:00.0,Olinda Big River Casino,CA,1.6891
2016-03-12 01:00:00.0,Olinda Big River Casino,CA,1.526
2016-07-12 02:00:00.0,Olinda Big River Casino,US,1.7899
2015-12-28 05:00:00.0,Olinda Big River Casino,CA,1.884
2016-03-31 11:00:00.0,Olinda Big River Casino,MX,1.0249
2015-09-29 04:00:00.0,Olinda Big River Casino,CA,1.44
2016-02-18 12:00:00.0,Olinda Big River Casino,US,1.2503
2015-11-06 03:00:00.0,Olinda Big River Casino,US,0.6169
2015-11-02 04:00:00.0,Olinda Big River Casino,US,1.5077
2015-08-30 00:00:00.0,Olinda Big River Casino,MX,1.3604
2016-01-01 01:00:00.0,Olinda Big River Casino,CA,1.4689
2016-01-17 03:00:00.0,Olinda Big River Casino,US,1.6323
2016-01-08 16:00:00.0,Olinda Big River Casino,CA,1.7564
2015-12-21 16:00:00.0,Olinda Big River Casino,MX,1.9157
2016-03-11 22:00:00.0,Olinda Big River Casino,MX,1.2834
2015-11-08 08:00:00.0,Olinda Big River Casino,CA,1.9552
2015-10-21 01:00:00.0,Olinda Big River Casino,US,1.4246
2016-05-13 05:00:00.0,Olinda Big River Casino,CA,1.3712
2016-05-25 14:00:00.0,Olinda Big River Casino,MX,1.952
2016-07-25 17:00:00.0,Olinda Big River Casino,CA,1.5134
2016-01-03 17:00:00.0,Olinda Big River Casino,CA,1.3824
2015-11-19 02:00:00.0,Olinda Big River Casino,MX,1.8778
2015-12-08 16:00:00.0,Olinda Big River Casino,MX,1.0022
2016-02-23 19:00:00.0,Olinda Big River Casino,MX,1.3675
2016-07-02 20:00:00.0,Olinda Big River Casino,MX,1.2347
2016-07-11 02:00:00.0,Olinda Big River Casino,CA,1.724
2016-03-05 01:00:00.0,Olinda Big River Casino,CA,1.2915
2016-07-21 09:00:00.0,Olinda Big River Casino,US,1.5096
2015-10-16 15:00:00.0,Olinda Big River Casino,MX,1.7018
2016-06-07 16:00:00.0,Olinda Big River Casino,US,1.8062
2016-07-25 03:00:00.0,Olinda Big River Casino,CA,1.5652
2016-08-02 08:00:00.0,Olinda Big River Casino,CA,1.3204
2016-03-30 08:00:00.0,Olinda Big River Casino,MX,1.1151
2016-02-07 08:00:00.0,Olinda Big River Casino,CA,1.5751
2016-05-15 15:00:00.0,Olinda Big River Casino,CA,0.8702
2015-09-10 21:00:00.0,Olinda Big River Casino,CA,1.1746
2015-09-03 00:00:00.0,Olinda Big River Casino,MX,1.3984
2016-04-01 08:00:00.0,Olinda Big River Casino,US,1.4874
2016-04-15 20:00:00.0,Olinda Big River Casino,US,0.6106
2016-02-14 22:00:00.0,Olinda Big River Casino,US,1.2013
2016-07-27 11:00:00.0,Olinda Big River Casino,US,0.8648
2016-03-06 23:00:00.0,Olinda Big River Casino,CA,1.6444
2016-03-29 00:00:00.0,Olinda Big River Casino,CA,1.0019
2015-09-28 10:00:00.0,Olinda Big River Casino,US,1.8503
2016-02-29 01:00:00.0,Olinda Big River Casino,US,0.7056
2015-08-24 11:00:00.0,Olinda Big River Casino,CA,1.583
2016-03-25 08:00:00.0,Olinda Big River Casino,MX,1.7256
2016-07-13 18:00:00.0,Olinda Big River Casino,MX,0.8272
2016-01-05 01:00:00.0,Olinda Big River Casino,CA,1.4492
2016-04-23 01:00:00.0,Olinda Big River Casino,US,1.7572
2015-11-05 22:00:00.0,Olinda Big River Casino,US,0.9837
2015-12-09 16:00:00.0,Olinda Big River Casino,CA,1.6378
2015-09-01 20:00:00.0,Olinda Big River Casino,MX,1.353
2015-08-22 00:00:00.0,Olinda Big River Casino,MX,1.9322
2015-10-14 01:00:00.0,Olinda Big River Casino,CA,0.8364
2016-01-20 00:00:00.0,Olinda Big River Casino,CA,1.5749
2016-07-30 13:00:00.0,Olinda Big River Casino,US,0.9034
2015-08-31 09:00:00.0,Olinda Big River Casino,CA,1.496
2015-08-18 12:00:00.0,Olinda Big River Casino,US,1.2516
2015-10-17 21:00:00.0,Olinda Big River Casino,MX,1.3525
2015-08-09 23:00:00.0,Olinda Big River Casino,CA,1.679
2015-08-31 03:00:00.0,Olinda Big River Casino,CA,1.6844
2015-09-28 05:00:00.0,Olinda Big River Casino,US,1.5261
2015-12-21 07:00:00.0,Olinda Big River Casino,CA,1.6378
2015-10-08 14:00:00.0,Olinda Big River Casino,US,1.9782
2016-01-28 19:00:00.0,Olinda Big River Casino,MX,1.4947
2016-08-04 10:00:00.0,Olinda Big River Casino,CA,1.4303
2016-05-12 20:00:00.0,Olinda Big River Casino,US,1.3042
2015-12-17 00:00:00.0,Olinda Big River Casino,MX,1.5662
2015-10-06 11:00:00.0,Olinda Big River Casino,US,1.7533
2015-10-07 03:00:00.0,Olinda Big River Casino,MX,1.3629
2015-08-12 03:00:00.0,Olinda Big River Casino,MX,1.197
2015-09-08 23:00:00.0,Olinda Big River Casino,MX,1.2792
2016-06-12 09:00:00.0,Olinda Big River Casino,CA,0.7716
2016-07-17 14:00:00.0,Olinda Big River Casino,CA,1.4673
2016-08-02 18:00:00.0,Olinda Big River Casino,US,1.5073
2016-03-19 22:00:00.0,Olinda Big River Casino,MX,1.4586
2016-02-26 13:00:00.0,Olinda Big River Casino,CA,0.7284
2016-04-13 16:00:00.0,Olinda Big River Casino,US,1.7133
2016-03-04 20:00:00.0,Olinda Big River Casino,US,1.4837
2015-08-25 04:00:00.0,Olinda Big River Casino,US,0.7849
2015-09-26 14:00:00.0,Olinda Big River Casino,CA,1.9196
2016-04-25 09:00:00.0,Olinda Big River Casino,US,1.3847
2016-02-02 22:00:00.0,Olinda Big River Casino,CA,1.5755
2016-06-05 06:00:00.0,Olinda Big River Casino,MX,1.3296
2016-02-27 12:00:00.0,Olinda Big River Casino,MX,1.4992
2016-07-09 22:00:00.0,Olinda Big River Casino,CA,1.7701
2015-12-23 00:00:00.0,Olinda Big River Casino,MX,1.6524
2016-02-23 00:00:00.0,Olinda Big River Casino,MX,1.8112
2016-04-07 09:00:00.0,Olinda Big River Casino,CA,1.3442
2015-10-14 22:00:00.0,Olinda Big River Casino,CA,1.638
2016-03-30 02:00:00.0,Olinda Big River Casino,US,1.78
2016-02-21 08:00:00.0,Olinda Big River Casino,CA,1.4406
2016-08-02 10:00:00.0,Olinda Big River Casino,CA,1.6402
2015-11-07 15:00:00.0,Olinda Big River Casino,CA,1.2685
2016-05-16 19:00:00.0,Olinda Big River Casino,CA,0.8484
2015-10-31 23:00:00.0,Olinda Big River Casino,US,0.6191
2016-01-18 08:00:00.0,Olinda Big River Casino,MX,1.614
2015-12-10 21:00:00.0,Olinda Big River Casino,CA,1.1929
2016-03-30 21:00:00.0,Olinda Big River Casino,US,1.7367
2016-07-25 04:00:00.0,Olinda Big River Casino,US,1.3694
2016-08-05 07:00:00.0,Olinda Big River Casino,MX,1.3073
2015-11-07 22:00:00.0,Olinda Big River Casino,US,1.7678
2016-04-21 17:00:00.0,Olinda Big River Casino,MX,1.9457
2015-09-12 01:00:00.0,Olinda Big River Casino,CA,1.5656
2016-04-06 03:00:00.0,Olinda Big River Casino,US,1.6713
2015-11-30 09:00:00.0,Olinda Big River Casino,MX,1.2412
2015-11-30 09:00:00.0,Olinda Big River Casino,US,1.2412
2016-07-21 10:00:00.0,Olinda Big River Casino,US,1.6665
2016-01-16 20:00:00.0,Olinda Big River Casino,US,1.4252
2015-10-07 00:00:00.0,Olinda Big River Casino,CA,1.7224
2015-10-17 03:00:00.0,Olinda Big River Casino,US,1.5155
2016-05-19 11:00:00.0,Olinda Big River Casino,MX,1.9872
2015-09-22 21:00:00.0,Olinda Big River Casino,CA,1.4525
2016-01-31 07:00:00.0,Olinda Big River Casino,US,1.8643
2016-04-21 12:00:00.0,Olinda Big River Casino,MX,1.6055
2015-09-27 19:00:00.0,Olinda Big River Casino,MX,1.6612
2015-08-21 19:00:00.0,Olinda Big River Casino,MX,0.61
2016-06-20 20:00:00.0,Olinda Big River Casino,CA,1.6632
2016-04-09 08:00:00.0,Olinda Big River Casino,MX,0.931
2016-02-10 14:00:00.0,Olinda Big River Casino,MX,0.9853
2016-05-30 19:00:00.0,Olinda Big River Casino,MX,1.7676
2015-09-15 21:00:00.0,Olinda Big River Casino,US,1.5994
2016-06-25 06:00:00.0,Olinda Big River Casino,US,1.6075
2016-04-27 22:00:00.0,Olinda Big River Casino,US,1.1634
2016-07-17 00:00:00.0,Olinda Big River Casino,US,1.2141
2016-07-05 10:00:00.0,Olinda Big River Casino,CA,1.5808
2016-02-12 19:00:00.0,Olinda Big River Casino,CA,1.8411
2016-07-18 23:00:00.0,Olinda Big River Casino,CA,1.44
2015-12-21 08:00:00.0,Olinda Big River Casino,MX,1.6937
2016-05-05 16:00:00.0,Olinda Big River Casino,CA,1.4912
2016-04-05 17:00:00.0,Olinda Big River Casino,US,1.6385
2016-05-22 11:00:00.0,Olinda Big River Casino,US,1.5622
2016-02-14 08:00:00.0,Olinda Big River Casino,MX,1.9918
2015-08-20 19:00:00.0,Olinda Big River Casino,CA,1.7728
2016-05-25 08:00:00.0,Olinda Big River Casino,MX,1.8183
2015-11-03 17:00:00.0,Olinda Big River Casino,MX,1.1958
2016-07-15 19:00:00.0,Olinda Big River Casino,MX,1.2639
2016-05-16 20:00:00.0,Olinda Big River Casino,CA,0.5245
2015-10-08 11:00:00.0,Olinda Big River Casino,US,1.6931
2015-09-11 11:00:00.0,Olinda Big River Casino,MX,1.209
2015-08-24 12:00:00.0,Olinda Big River Casino,CA,1.8408
2016-03-19 13:00:00.0,Olinda Big River Casino,MX,1.2912
2015-11-22 14:00:00.0,Olinda Big River Casino,CA,1.4051
2015-09-10 15:00:00.0,Olinda Big River Casino,MX,1.4483
2015-11-17 19:00:00.0,Olinda Big River Casino,US,1.7615
2015-08-09 04:00:00.0,Olinda Big River Casino,MX,0.8019
2016-04-23 14:00:00.0,Olinda Big River Casino,CA,1.4723
2016-01-22 15:00:00.0,Olinda Big River Casino,MX,1.6363
2016-05-24 19:00:00.0,Olinda Big River Casino,CA,1.689
2016-06-18 06:00:00.0,Olinda Big River Casino,MX,1.3154
2016-05-29 06:00:00.0,Olinda Big River Casino,CA,1.8994
2016-05-05 02:00:00.0,Olinda Big River Casino,US,1.7782
2016-01-13 01:00:00.0,Olinda Big River Casino,US,1.9244
2016-04-11 07:00:00.0,Olinda Big River Casino,MX,1.072
2015-09-08 11:00:00.0,Olinda Big River Casino,US,1.787
2016-03-09 12:00:00.0,Olinda Big River Casino,MX,1.8835
2016-06-23 08:00:00.0,Olinda Big River Casino,US,0.8537
2016-07-12 11:00:00.0,Olinda Big River Casino,MX,1.2243
2016-01-22 11:00:00.0,Olinda Big River Casino,US,1.6898
2015-08-27 17:00:00.0,Olinda Big River Casino,CA,1.9946
2016-01-16 18:00:00.0,Olinda Big River Casino,US,1.7945
2015-10-02 02:00:00.0,Olinda Big River Casino,US,1.6933
2016-01-04 07:00:00.0,Olinda Big River Casino,CA,1.8049
2015-10-01 03:00:00.0,Olinda Big River Casino,US,1.206
2015-09-17 15:00:00.0,Olinda Big River Casino,US,1.8221
2016-06-01 20:00:00.0,Olinda Big River Casino,CA,1.6288
2016-04-08 20:00:00.0,Olinda Big River Casino,CA,1.5736
2015-09-15 03:00:00.0,Olinda Big River Casino,US,1.5912
2015-11-26 11:00:00.0,Olinda Big River Casino,MX,0.7276
2016-01-10 13:00:00.0,Olinda Big River Casino,US,1.9908
2016-06-30 22:00:00.0,Olinda Big River Casino,CA,1.4809
2016-01-13 03:00:00.0,Olinda Big River Casino,US,1.4377
2016-05-28 12:00:00.0,Olinda Big River Casino,MX,1.3025
2016-03-30 12:00:00.0,Olinda Big River Casino,US,1.5004
2016-02-21 21:00:00.0,Olinda Big River Casino,MX,1.5241
2016-08-03 11:00:00.0,Olinda Big River Casino,MX,1.7404
2016-01-12 18:00:00.0,Olinda Big River Casino,CA,0.3634
2016-07-20 08:00:00.0,Olinda Big River Casino,MX,1.8642
2016-06-10 15:00:00.0,Olinda Big River Casino,CA,1.4
2015-08-28 18:00:00.0,Olinda Big River Casino,US,1.6232
2016-06-07 00:00:00.0,Olinda Big River Casino,CA,1.3021
2015-08-08 06:00:00.0,Olinda Big River Casino,US,1.5876
2016-03-23 11:00:00.0,Olinda Big River Casino,MX,1.2053
2015-11-29 09:00:00.0,Olinda Big River Casino,CA,1.6963
2015-08-09 00:00:00.0,Olinda Big River Casino,MX,1.9448
2016-01-27 18:00:00.0,Olinda Big River Casino,CA,1.1832
2016-01-09 02:00:00.0,Olinda Big River Casino,US,2.0134
2016-04-04 11:00:00.0,Olinda Big River Casino,US,1.1423
2015-11-05 01:00:00.0,Olinda Big River Casino,US,1.8012
2016-06-08 09:00:00.0,Olinda Big River Casino,CA,1.4601
2015-09-13 11:00:00.0,Olinda Big River Casino,CA,0.8565
2016-01-27 15:00:00.0,Olinda Big River Casino,CA,1.2333
2015-11-26 13:00:00.0,Olinda Big River Casino,MX,1.8493
2016-03-10 16:00:00.0,Olinda Big River Casino,MX,0.6637
2015-09-10 22:00:00.0,Olinda Big River Casino,US,1.1827
2015-11-26 22:00:00.0,Olinda Big River Casino,CA,1.6408
2015-09-29 00:00:00.0,Olinda Big River Casino,MX,1.1621
2015-08-13 04:00:00.0,Olinda Big River Casino,US,1.6554
2016-05-28 09:00:00.0,Olinda Big River Casino,US,1.2561
2016-07-22 11:00:00.0,Olinda Big River Casino,US,1.5487
2016-07-18 11:00:00.0,Olinda Big River Casino,US,1.3437
2016-05-14 18:00:00.0,Olinda Big River Casino,CA,1.689
2016-06-28 22:00:00.0,Olinda Big River Casino,US,1.2307
2015-10-25 02:00:00.0,Olinda Big River Casino,CA,1.8546
2016-05-25 12:00:00.0,Olinda Big River Casino,CA,1.6068
2016-07-26 01:00:00.0,Olinda Big River Casino,CA,1.5318
2016-06-23 15:00:00.0,Olinda Big River Casino,MX,1.683
2016-07-20 04:00:00.0,Olinda Big River Casino,US,1.4484
2016-02-06 11:00:00.0,Olinda Big River Casino,MX,1.2563
2015-10-10 16:00:00.0,Olinda Big River Casino,US,1.8852
2016-05-06 17:00:00.0,Olinda Big River Casino,MX,1.8038
2016-07-29 21:00:00.0,Olinda Big River Casino,MX,1.0309
2016-05-01 06:00:00.0,Olinda Big River Casino,MX,1.8901
2016-06-22 12:00:00.0,Olinda Big River Casino,MX,0.9196
2016-01-16 05:00:00.0,Olinda Big River Casino,CA,1.6315
2016-06-06 07:00:00.0,Olinda Big River Casino,US,0.865
2015-09-22 10:00:00.0,Olinda Big River Casino,MX,1.6275
2015-10-11 06:00:00.0,Olinda Big River Casino,US,1.7054
2016-07-07 09:00:00.0,Olinda Big River Casino,CA,1.6058
2016-06-19 03:00:00.0,Olinda Big River Casino,MX,1.4742
2015-09-17 11:00:00.0,Olinda Big River Casino,MX,1.0863
2016-05-12 01:00:00.0,Olinda Big River Casino,MX,1.5395
2016-05-01 19:00:00.0,Olinda Big River Casino,US,0.8607
2015-08-31 06:00:00.0,Olinda Big River Casino,CA,1.9939
2016-06-11 10:00:00.0,Olinda Big River Casino,US,1.4788
2016-01-04 00:00:00.0,Olinda Big River Casino,MX,1.2486
2015-08-08 07:00:00.0,Olinda Big River Casino,CA,1.6484
2015-12-02 10:00:00.0,Olinda Big River Casino,US,1.9914
2016-02-22 15:00:00.0,Olinda Big River Casino,MX,1.9345
2016-08-03 00:00:00.0,Olinda Big River Casino,US,1.8749
2016-01-20 07:00:00.0,Olinda Big River Casino,MX,1.1837
2016-07-20 11:00:00.0,Olinda Big River Casino,MX,1.7305
2015-10-29 15:00:00.0,Olinda Big River Casino,US,1.6407
2016-01-13 10:00:00.0,Olinda Big River Casino,US,1.584
2016-02-17 20:00:00.0,Olinda Big River Casino,CA,0.8913
2016-04-05 22:00:00.0,Olinda Big River Casino,CA,1.0769
2016-07-05 03:00:00.0,Olinda Big River Casino,MX,1.2112
2016-05-28 14:00:00.0,Olinda Big River Casino,MX,1.9325
2016-04-01 03:00:00.0,Olinda Big River Casino,US,1.195
2015-10-23 19:00:00.0,Olinda Big River Casino,CA,0.9331
2016-07-11 20:00:00.0,Olinda Big River Casino,MX,0.5584
2016-06-10 21:00:00.0,Olinda Big River Casino,US,2.0286
2015-11-20 21:00:00.0,Olinda Big River Casino,US,1.1388
2015-10-08 22:00:00.0,Olinda Big River Casino,CA,1.7744
2015-10-20 04:00:00.0,Olinda Big River Casino,CA,1.7717
2015-12-24 13:00:00.0,Olinda Big River Casino,CA,1.0475
2015-11-27 19:00:00.0,Olinda Big River Casino,MX,1.4516
2015-09-20 06:00:00.0,Olinda Big River Casino,CA,1.5354
2015-11-02 09:00:00.0,Olinda Big River Casino,CA,1.4511
2015-12-24 05:00:00.0,Olinda Big River Casino,MX,1.2546
2016-06-04 17:00:00.0,Olinda Big River Casino,MX,0.894
2015-08-16 20:00:00.0,Olinda Big River Casino,MX,1.7538
2015-08-10 21:00:00.0,Olinda Big River Casino,MX,1.6013
2015-09-19 23:00:00.0,Olinda Big River Casino,MX,1.4062
2016-04-28 00:00:00.0,Olinda Big River Casino,CA,1.7363
2015-10-10 05:00:00.0,Olinda Big River Casino,CA,1.503
2016-06-12 13:00:00.0,Olinda Big River Casino,MX,1.4906
2016-06-29 15:00:00.0,Olinda Big River Casino,US,1.8189
2015-11-10 22:00:00.0,Olinda Big River Casino,CA,1.4874
2016-05-24 02:00:00.0,Olinda Big River Casino,US,1.5391
2016-03-16 14:00:00.0,Olinda Big River Casino,US,2.0592
2015-08-13 07:00:00.0,Olinda Big River Casino,US,1.5177
2015-11-15 13:00:00.0,Olinda Big River Casino,CA,1.9493
2016-02-17 23:00:00.0,Olinda Big River Casino,US,1.9345
2015-08-06 23:00:00.0,Olinda Big River Casino,US,1.2493
2016-03-27 07:00:00.0,Olinda Big River Casino,MX,1.5047
2015-09-23 16:00:00.0,Olinda Big River Casino,US,0.5346
2015-11-20 00:00:00.0,Olinda Big River Casino,MX,1.8213
2016-01-23 06:00:00.0,Olinda Big River Casino,MX,1.874
2015-10-05 07:00:00.0,Olinda Big River Casino,MX,0.4384
2016-03-31 14:00:00.0,Olinda Big River Casino,US,1.0007
2016-06-17 02:00:00.0,Olinda Big River Casino,CA,0.9224
2015-11-19 14:00:00.0,Olinda Big River Casino,US,1.3524
2016-04-18 21:00:00.0,Olinda Big River Casino,MX,1.6544
2016-01-28 00:00:00.0,Copacabana Motor Inn,CA,1.4593
2016-04-26 11:00:00.0,Copacabana Motor Inn,MX,1.795
2016-02-11 16:00:00.0,Copacabana Motor Inn,US,0.8332
2016-05-28 20:00:00.0,Copacabana Motor Inn,MX,1.924
2016-06-26 13:00:00.0,Copacabana Motor Inn,CA,1.5219
2015-09-26 20:00:00.0,Copacabana Motor Inn,CA,1.7197
2016-02-02 21:00:00.0,Copacabana Motor Inn,MX,2.0118
2015-09-18 05:00:00.0,Copacabana Motor Inn,MX,1.5078
2016-03-25 05:00:00.0,Copacabana Motor Inn,US,1.594
2016-03-04 21:00:00.0,Copacabana Motor Inn,MX,1.7407
2015-11-27 14:00:00.0,Copacabana Motor Inn,CA,1.7184
2016-01-18 18:00:00.0,Copacabana Motor Inn,CA,1.2283
2015-10-03 07:00:00.0,Copacabana Motor Inn,US,1.6765
2015-08-28 19:00:00.0,Copacabana Motor Inn,CA,0.8519
2015-08-09 01:00:00.0,Copacabana Motor Inn,CA,1.8211
2016-02-05 03:00:00.0,Copacabana Motor Inn,MX,1.4753
2015-12-25 16:00:00.0,Copacabana Motor Inn,US,1.4454
2015-10-05 23:00:00.0,Copacabana Motor Inn,CA,1.4394
